,Station,Station Latitude,Station Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,San Pablo,-33.44528076,-70.72321776,Zen Sushi Ya,-33.4444101880606,-70.7248938320446,Sushi Restaurant
1,San Pablo,-33.44528076,-70.72321776,Ahí Sushi,-33.443676481440846,-70.72328568949962,Sushi Restaurant
2,San Pablo,-33.44528076,-70.72321776,Spacio1,-33.444496331045855,-70.72393102070416,Convenience Store
3,San Pablo,-33.44528076,-70.72321776,Pollos Asados A Las Brasas Las Cañas,-33.44395868301722,-70.72340120234253,Wings Joint
4,San Pablo,-33.44528076,-70.72321776,China Popular,-33.4443547795419,-70.7245793170019,Chinese Restaurant
5,San Pablo,-33.44528076,-70.72321776,Ok Club Pub,-33.444342663303296,-70.72738409042358,Nightclub
6,San Pablo,-33.44528076,-70.72321776,Farmacias Cruz Verde,-33.44471258430147,-70.72372644501885,Pharmacy
7,San Pablo,-33.44528076,-70.72321776,Salcobrand,-33.444200260488714,-70.72297279999998,Pharmacy
8,San Pablo,-33.44528076,-70.72321776,Woldos Sushi,-33.444144401875114,-70.72534103925355,Sushi Restaurant
9,San Pablo,-33.44528076,-70.72321776,San Camilo,-33.44428139402935,-70.72283332327422,Bakery
10,San Pablo,-33.44528076,-70.72321776,Feria Libre,-33.447558541356926,-70.72248936006652,Farmers Market
11,San Pablo,-33.44528076,-70.72321776,Juguetina Neptuno,-33.44839821049881,-70.72248936006652,Garden Center
12,San Pablo,-33.44528076,-70.72321776,El Viejo Cochino,-33.44820451562765,-70.72552108359004,Food Truck
13,Neptuno,-33.45143104,-70.72273641,Plaza Netpuno,-33.4521805150408,-70.72246612839305,Park
14,Neptuno,-33.45143104,-70.72273641,"Paradero PJ 686, Transantiago",-33.4512295329039,-70.72304808146289,Bus Station
15,Neptuno,-33.45143104,-70.72273641,El Viejo Cochino,-33.44820451562765,-70.72552108359004,Food Truck
16,Neptuno,-33.45143104,-70.72273641,Mc Pepe,-33.44759796324562,-70.7254281574895,Food Court
17,Pajaritos,-33.45753234,-70.71546859,Mundo Rural,-33.45753275744009,-70.715242952693,Health Food Store
18,Pajaritos,-33.45753234,-70.71546859,Dunkin',-33.457528881946324,-70.71537597420502,Donut Shop
19,Pajaritos,-33.45753234,-70.71546859,Farmacias Cruz Verde,-33.45763591749994,-70.71247100830078,Pharmacy
20,Pajaritos,-33.45753234,-70.71546859,Kentucky Fried Chicken,-33.457599,-70.715852,Fast Food Restaurant
21,Pajaritos,-33.45753234,-70.71546859,Dolce Mondo,-33.457497,-70.7154,Ice Cream Shop
22,Pajaritos,-33.45753234,-70.71546859,Metro Pajaritos,-33.45745448985236,-70.71587990266072,Metro Station
23,Pajaritos,-33.45753234,-70.71546859,Coffee Market,-33.457612,-70.71534,Coffee Shop
24,Pajaritos,-33.45753234,-70.71546859,Pastelería San Camilo,-33.45763799715779,-70.7157521266467,Breakfast Spot
25,Pajaritos,-33.45753234,-70.71546859,Paradero J12,-33.45745451844713,-70.71449469265323,Bus Station
26,Pajaritos,-33.45753234,-70.71546859,XS Market,-33.457568324666816,-70.71535797437899,Hot Dog Joint
27,Pajaritos,-33.45753234,-70.71546859,Estación Intermodal Pajaritos,-33.457568418780426,-70.71584953311104,Bus Station
28,Pajaritos,-33.45753234,-70.71546859,Kiosk Express,-33.457585321799336,-70.71615702712762,Dessert Shop
29,Pajaritos,-33.45753234,-70.71546859,RockPro,-33.458538544204885,-70.71337084004527,Music Store
30,Pajaritos,-33.45753234,-70.71546859,Estacion Centropuerto,-33.45801602686395,-70.71916982674698,Bus Station
31,Pajaritos,-33.45753234,-70.71546859,Recorrido I08 Transantiago,-33.45743337277488,-70.71141352961314,Moving Target
32,Pajaritos,-33.45753234,-70.71546859,Kali yoga,-33.457797064485135,-70.71964927947025,Yoga Studio
33,Pajaritos,-33.45753234,-70.71546859,Parque Alameda,-33.4606062212866,-70.71188002739956,Park
34,Pajaritos,-33.45753234,-70.71546859,Teatro Ex Mundo Magico,-33.4564439513107,-70.72052047166214,Historic Site
35,Las Rejas,-33.45763931,-70.7067662,Panaderia San Agustin,-33.45754270870776,-70.70654793855141,Bakery
36,Las Rejas,-33.45763931,-70.7067662,Donde Franco,-33.45682676700779,-70.70381894643967,Hot Dog Joint
37,Las Rejas,-33.45763931,-70.7067662,Haruki Sushi,-33.4612475708744,-70.70514857769011,Sushi Restaurant
38,Las Rejas,-33.45763931,-70.7067662,Condominio Barrio Parque Santiago,-33.459376827309384,-70.70355110235256,Residential Building (Apartment / Condo)
39,Las Rejas,-33.45763931,-70.7067662,Street Box CrossFit,-33.46097896729328,-70.7096289159583,Gym
40,Las Rejas,-33.45763931,-70.7067662,Pedro Juan y Diego,-33.456942291284214,-70.70515021694348,Burger Joint
41,Las Rejas,-33.45763931,-70.7067662,Panaderia Los Pajaritos,-33.45456125298889,-70.70422489752268,Bakery
42,Las Rejas,-33.45763931,-70.7067662,Circo de Pastelito y Tachuela Chico,-33.455228012641236,-70.70507689923959,Performing Arts Venue
43,Las Rejas,-33.45763931,-70.7067662,El Carrito,-33.453481614021904,-70.70609332137066,Fast Food Restaurant
44,Las Rejas,-33.45763931,-70.7067662,Salcobrand,-33.457424704840705,-70.7062809682977,Pharmacy
45,Las Rejas,-33.45763931,-70.7067662,Farmacias Cruz Verde,-33.45671906579515,-70.7060642807784,Pharmacy
46,Las Rejas,-33.45763931,-70.7067662,Restaurant Palermo,-33.45773432884857,-70.70711167736235,South American Restaurant
47,Las Rejas,-33.45763931,-70.7067662,Yang Cheng,-33.457100332898015,-70.70831685819813,Chinese Restaurant
48,Las Rejas,-33.45763931,-70.7067662,Tarragona,-33.456804677066195,-70.70522184240716,Fast Food Restaurant
49,Las Rejas,-33.45763931,-70.7067662,(ET) Metro Las Rejas | Parada 4 (PI470),-33.45771647646476,-70.70629119873047,Bus Station
50,Las Rejas,-33.45763931,-70.7067662,Parada 3 - Metro Las Rejas (PI400),-33.457662257396954,-70.70581453152506,Bus Station
51,Las Rejas,-33.45763931,-70.7067662,Paradero PJ113 (Parada 8),-33.45777426996557,-70.7073769142207,Bus Station
52,Las Rejas,-33.45763931,-70.7067662,Metro Las Rejas,-33.45761682453021,-70.70704585214747,Metro Station
53,Las Rejas,-33.45763931,-70.7067662,El Bajon De Santana,-33.45649289132834,-70.70193468898847,Food Truck
54,Las Rejas,-33.45763931,-70.7067662,Plaza del Cristo,-33.45919337755474,-70.70950984954834,Sculpture Garden
55,Las Rejas,-33.45763931,-70.7067662,Crossfit Santiago,-33.458987096579044,-70.70985116026614,Gym
56,Las Rejas,-33.45763931,-70.7067662,Recorrido I08 Transantiago,-33.45743337277488,-70.71141352961314,Moving Target
57,Ecuador,-33.45602645,-70.69973322,Hamura Alameda,-33.45518248914605,-70.69682743775348,Japanese Restaurant
58,Ecuador,-33.45602645,-70.69973322,Sushi Lover's 4.0,-33.45325169325221,-70.69729393740758,Sushi Restaurant
59,Ecuador,-33.45602645,-70.69973322,Donde Franco,-33.45682676700779,-70.70381894643967,Hot Dog Joint
60,Ecuador,-33.45602645,-70.69973322,Panaderia Los Pajaritos,-33.45456125298889,-70.70422489752268,Bakery
61,Ecuador,-33.45602645,-70.69973322,Parrilladas Argentina,-33.45597288765628,-70.69663202232695,Argentinian Restaurant
62,Ecuador,-33.45602645,-70.69973322,El Bajon De Santana,-33.45649289132834,-70.70193468898847,Food Truck
63,Ecuador,-33.45602645,-70.69973322,Gimnasio Mutual de Seguridad,-33.45801107370794,-70.7007422699121,Gym
64,Ecuador,-33.45602645,-70.69973322,Ekono,-33.45396801865297,-70.69761338984728,Convenience Store
65,San Alberto Hurtado,-33.45413569,-70.69159451,Akira's Bushido,-33.452269467698905,-70.69117783382926,Sushi Restaurant
66,San Alberto Hurtado,-33.45413569,-70.69159451,Circo Los Tachuelas,-33.4530033160565,-70.69005683005967,Public Art
67,San Alberto Hurtado,-33.45413569,-70.69159451,Little Caesars Pizza,-33.45438290336967,-70.6918679545315,Pizza Place
68,San Alberto Hurtado,-33.45413569,-70.69159451,Almacen Cervecero,-33.45479290062253,-70.68923204839933,Beer Store
69,San Alberto Hurtado,-33.45413569,-70.69159451,Hamura Alameda,-33.45518248914605,-70.69682743775348,Japanese Restaurant
70,San Alberto Hurtado,-33.45413569,-70.69159451,Papa John’s,-33.453789,-70.691787,Pizza Place
71,San Alberto Hurtado,-33.45413569,-70.69159451,Grido Helados,-33.453973041198175,-70.68818744205318,Snack Place
72,San Alberto Hurtado,-33.45413569,-70.69159451,Tarragona,-33.45393048940332,-70.69208562610821,Fried Chicken Joint
73,San Alberto Hurtado,-33.45413569,-70.69159451,Farmacias Cruz Verde,-33.45344506467265,-70.68740242201497,Pharmacy
74,San Alberto Hurtado,-33.45413569,-70.69159451,Salcobrand,-33.45394053638822,-70.68678673663689,Pharmacy
75,San Alberto Hurtado,-33.45413569,-70.69159451,Panadería San Camilo,-33.45369258970002,-70.6866015661901,Bakery
76,San Alberto Hurtado,-33.45413569,-70.69159451,(ET) Metro San Alberto Hurtado | Parada 6 (PI449),-33.45382270754665,-70.69174289703369,Bus Station
77,San Alberto Hurtado,-33.45413569,-70.69159451,Circo Los Tachuelas,-33.45397131048578,-70.69073640260804,General Entertainment
78,San Alberto Hurtado,-33.45413569,-70.69159451,Paradero PI911,-33.45455029434908,-70.69092000177505,Bus Station
79,San Alberto Hurtado,-33.45413569,-70.69159451,ibis,-33.45346184653251,-70.68748069016225,Hotel
80,San Alberto Hurtado,-33.45413569,-70.69159451,McDonald's,-33.45388570664831,-70.6884072653113,Fast Food Restaurant
81,San Alberto Hurtado,-33.45413569,-70.69159451,Parada | Gral. Velásquez - Av. Ecuador (PI346),-33.45146812375304,-70.69110232588623,Bus Station
82,San Alberto Hurtado,-33.45413569,-70.69159451,San Camilo,-33.45375588306158,-70.68788925414385,Bakery
83,San Alberto Hurtado,-33.45413569,-70.69159451,San Camilo,-33.4535945452013,-70.68654278560686,Bakery
84,San Alberto Hurtado,-33.45413569,-70.69159451,Centro Cultural San Martin,-33.454562642425884,-70.6957082884809,Concert Hall
85,San Alberto Hurtado,-33.45413569,-70.69159451,Parada 3 | Concón (PI339),-33.455362333628095,-70.69607734680176,Bus Station
86,San Alberto Hurtado,-33.45413569,-70.69159451,Sala de Ensayo Auca Chile,-33.456780791557414,-70.69594061832493,Dance Studio
87,Universidad de Santiago,-33.45296047,-70.68657015,Circo Los Tachuelas,-33.4530033160565,-70.69005683005967,Public Art
88,Universidad de Santiago,-33.45296047,-70.68657015,Almacen Cervecero,-33.45479290062253,-70.68923204839933,Beer Store
89,Universidad de Santiago,-33.45296047,-70.68657015,Akira's Bushido,-33.452269467698905,-70.69117783382926,Sushi Restaurant
90,Universidad de Santiago,-33.45296047,-70.68657015,Grido Helados,-33.453973041198175,-70.68818744205318,Snack Place
91,Universidad de Santiago,-33.45296047,-70.68657015,Happyland,-33.453331154413725,-70.6816233752276,Playground
92,Universidad de Santiago,-33.45296047,-70.68657015,Papa John’s,-33.453789,-70.691787,Pizza Place
93,Universidad de Santiago,-33.45296047,-70.68657015,Panadería San Camilo,-33.45369258970002,-70.6866015661901,Bakery
94,Universidad de Santiago,-33.45296047,-70.68657015,Salcobrand,-33.45394053638822,-70.68678673663689,Pharmacy
95,Universidad de Santiago,-33.45296047,-70.68657015,Farmacias Cruz Verde,-33.45344506467265,-70.68740242201497,Pharmacy
96,Universidad de Santiago,-33.45296047,-70.68657015,ibis,-33.45346184653251,-70.68748069016225,Hotel
97,Universidad de Santiago,-33.45296047,-70.68657015,Taco Bell,-33.452474907725055,-70.68241302424896,Fast Food Restaurant
98,Universidad de Santiago,-33.45296047,-70.68657015,Juan Maestro Mall Plaza Alameda,-33.45258681661386,-70.6824518349725,Sandwich Place
99,Universidad de Santiago,-33.45296047,-70.68657015,San Camilo,-33.4535945452013,-70.68654278560686,Bakery
100,Universidad de Santiago,-33.45296047,-70.68657015,Farmacias Cruz Verde,-33.452317605189435,-70.68314488329577,Pharmacy
101,Universidad de Santiago,-33.45296047,-70.68657015,Terrazas Mall Plaza Alameda,-33.452336418522734,-70.68213534470591,Food & Drink Shop
102,Universidad de Santiago,-33.45296047,-70.68657015,McDonald's,-33.45388570664831,-70.6884072653113,Fast Food Restaurant
103,Universidad de Santiago,-33.45296047,-70.68657015,McDonald's,-33.452493294476156,-70.6821560651812,Fast Food Restaurant
104,Universidad de Santiago,-33.45296047,-70.68657015,San Camilo,-33.45375588306158,-70.68788925414385,Bakery
105,Universidad de Santiago,-33.45296047,-70.68657015,Jerry's,-33.453531290304966,-70.68661608155651,Ice Cream Shop
106,Universidad de Santiago,-33.45296047,-70.68657015,Cine Mundo,-33.45322900543095,-70.68225105894868,Movie Theater
107,Universidad de Santiago,-33.45296047,-70.68657015,"Pedro, Juan y Diego",-33.45266393314112,-70.68280218753245,Burger Joint
108,Universidad de Santiago,-33.45296047,-70.68657015,Kentucky Fried Chicken,-33.45242757114738,-70.68232167378696,Fried Chicken Joint
109,Universidad de Santiago,-33.45296047,-70.68657015,Pizza Hut,-33.4526356687962,-70.68237526957486,Pizza Place
110,Universidad de Santiago,-33.45296047,-70.68657015,Telepizza,-33.4547556585558,-70.68398129226213,Pizza Place
111,Universidad de Santiago,-33.45296047,-70.68657015,Dunkin',-33.45223324862448,-70.68209961204053,Donut Shop
112,Universidad de Santiago,-33.45296047,-70.68657015,Fritz,-33.45261792579096,-70.68238036135976,Sandwich Place
113,Universidad de Santiago,-33.45296047,-70.68657015,Pedro juan y Diego,-33.452584582933355,-70.68244787470518,Burger Joint
114,Universidad de Santiago,-33.45296047,-70.68657015,Burger King,-33.45261851977081,-70.68225619715763,Fast Food Restaurant
115,Universidad de Santiago,-33.45296047,-70.68657015,Dominó Plaza Alameda,-33.452702424041455,-70.68199261084563,Sandwich Place
116,Universidad de Santiago,-33.45296047,-70.68657015,Negocio Don Pato,-33.44911357651968,-70.68607114658963,Grocery Store
117,Universidad de Santiago,-33.45296047,-70.68657015,Parada | Gral. Velásquez - Av. Ecuador (PI346),-33.45146812375304,-70.69110232588623,Bus Station
118,Estacion Central,-33.45084688,-70.67857526,Planetario Universidad de Santiago de Chile,-33.45037516152745,-70.68105458661965,Planetarium
119,Estacion Central,-33.45084688,-70.67857526,Vanni chile,-33.45174026489258,-70.67526245117188,Business Service
120,Estacion Central,-33.45084688,-70.67857526,Starbucks,-33.45124064767135,-70.67916405832385,Coffee Shop
121,Estacion Central,-33.45084688,-70.67857526,Juan Maestro Mall Paseo Estación,-33.45225343346724,-70.67985441297661,Sandwich Place
122,Estacion Central,-33.45084688,-70.67857526,Ancianito Express,-33.452398976733235,-70.67829384837985,Sandwich Place
123,Estacion Central,-33.45084688,-70.67857526,El Chiquito - Bar Restaurant,-33.45071651823647,-70.67765057086945,Restaurant
124,Estacion Central,-33.45084688,-70.67857526,Amista Comida Rapida Taiwanesa,-33.45262786327978,-70.67714375756732,Fried Chicken Joint
125,Estacion Central,-33.45084688,-70.67857526,Anfiteatro Comercial,-33.44937907923731,-70.67556320076389,Shopping Mall
126,Estacion Central,-33.45084688,-70.67857526,BLONDIE,-33.44947866042137,-70.67393352950485,Nightclub
127,Estacion Central,-33.45084688,-70.67857526,Salcobrand,-33.45141715826751,-70.6788217540887,Pharmacy
128,Estacion Central,-33.45084688,-70.67857526,Amista,-33.4498001200834,-70.67422890515623,Asian Restaurant
129,Estacion Central,-33.45084688,-70.67857526,Centro Comercial Persa Estación,-33.451996603965625,-70.68075656890869,Shopping Mall
130,Estacion Central,-33.45084688,-70.67857526,Happyland,-33.453331154413725,-70.6816233752276,Playground
131,Estacion Central,-33.45084688,-70.67857526,Plaza Bascuñan,-33.45122228841713,-70.67544854228517,Shopping Mall
132,Estacion Central,-33.45084688,-70.67857526,El Huaso Carlos,-33.44790049856559,-70.67467543405516,Bar
133,Estacion Central,-33.45084688,-70.67857526,M & H café,-33.45389375220077,-70.67505167462335,Breakfast Spot
134,Estacion Central,-33.45084688,-70.67857526,San Camilo,-33.45054501202212,-70.67790844938257,Bakery
135,Estacion Central,-33.45084688,-70.67857526,Centro Comercial Zhejiang,-33.45323121552083,-70.67677247928631,Shopping Mall
136,Estacion Central,-33.45084688,-70.67857526,Pollo Chang & Babolti,-33.449900306669264,-70.67424697606491,Fried Chicken Joint
137,Estacion Central,-33.45084688,-70.67857526,"Centro Natural ""Donde Los Koalas""",-33.45160086817143,-70.67882752796551,Salad Place
138,Estacion Central,-33.45084688,-70.67857526,Distribuidora Fruna,-33.45195406813562,-70.67616110172581,Candy Store
139,Estacion Central,-33.45084688,-70.67857526,Nike Factory Store,-33.451361040816884,-70.67828997248978,Sporting Goods Shop
140,Estacion Central,-33.45084688,-70.67857526,Cine Hoyts,-33.45242186242227,-70.67847340581056,Multiplex
141,Estacion Central,-33.45084688,-70.67857526,Farmacias Cruz Verde,-33.4507798607612,-70.67746423368133,Pharmacy
142,Estacion Central,-33.45084688,-70.67857526,Sanguchazo,-33.45013458737349,-70.67905154560226,Burger Joint
143,Estacion Central,-33.45084688,-70.67857526,Paseo San Alfonso,-33.453533024006006,-70.67540803100782,Gift Shop
144,Estacion Central,-33.45084688,-70.67857526,Salcobrand,-33.45062700104507,-70.67925989627838,Pharmacy
145,Estacion Central,-33.45084688,-70.67857526,Farmacias Cruz Verde,-33.45138877084764,-70.67963659640738,Pharmacy
146,Estacion Central,-33.45084688,-70.67857526,Cafe Estacion,-33.45034483104356,-70.6789997080197,Café
147,Estacion Central,-33.45084688,-70.67857526,Salcobrand,-33.45260252488798,-70.67968887239427,Pharmacy
148,Estacion Central,-33.45084688,-70.67857526,Melba,-33.45138967594464,-70.67896862496103,Bistro
149,Estacion Central,-33.45084688,-70.67857526,Wendys,-33.452632809414524,-70.67994659987056,Fast Food Restaurant
150,Estacion Central,-33.45084688,-70.67857526,El Vagon,-33.44946343028684,-70.6738034854485,Café
151,Estacion Central,-33.45084688,-70.67857526,Farmacias Cruz Verde,-33.45306592056863,-70.68005480414261,Pharmacy
152,Estacion Central,-33.45084688,-70.67857526,Burger King,-33.45146131741162,-70.67971586455518,Fast Food Restaurant
153,Estacion Central,-33.45084688,-70.67857526,Taco Bell,-33.452474907725055,-70.68241302424896,Fast Food Restaurant
154,Estacion Central,-33.45084688,-70.67857526,Karting Indoor,-33.454177295120125,-70.68006816353292,Racetrack
155,Estacion Central,-33.45084688,-70.67857526,Orient Market,-33.45429407541239,-70.67659877091955,Supermarket
156,Estacion Central,-33.45084688,-70.67857526,Kentucky Fried Chicken,-33.45224282011645,-70.67984657158117,Fast Food Restaurant
157,Estacion Central,-33.45084688,-70.67857526,Terrazas Mall Plaza Alameda,-33.452336418522734,-70.68213534470591,Food & Drink Shop
158,Estacion Central,-33.45084688,-70.67857526,Fritz,-33.45214423124779,-70.67984271311684,Sandwich Place
159,Estacion Central,-33.45084688,-70.67857526,Pizza Hut,-33.45220423708317,-70.67986098568373,Pizza Place
160,Estacion Central,-33.45084688,-70.67857526,Juan Maestro Mall Plaza Alameda,-33.45258681661386,-70.6824518349725,Sandwich Place
161,Estacion Central,-33.45084688,-70.67857526,Rong Qiang,-33.45246750629221,-70.67376422422129,Chinese Restaurant
162,Estacion Central,-33.45084688,-70.67857526,Hotel Imperio,-33.45043782801452,-70.67660234535839,Hotel
163,Estacion Central,-33.45084688,-70.67857526,McDonald's,-33.452493294476156,-70.6821560651812,Fast Food Restaurant
164,Estacion Central,-33.45084688,-70.67857526,Lu Pola,-33.45296532232336,-70.67507694670188,Restaurant
165,Estacion Central,-33.45084688,-70.67857526,Hites,-33.452505315422776,-70.67692404568349,Department Store
166,Estacion Central,-33.45084688,-70.67857526,El Sultán,-33.451715195648895,-70.67493638100456,Paper / Office Supplies Store
167,Estacion Central,-33.45084688,-70.67857526,(ET) Metro Estación Central | Parada 10 (PA3),-33.45009884773505,-70.67792415618896,Bus Station
168,Estacion Central,-33.45084688,-70.67857526,Mall Parma Plaza China,-33.4539346003326,-70.67596146812245,Flea Market
169,Estacion Central,-33.45084688,-70.67857526,Kentucky Fried Chicken,-33.45242757114738,-70.68232167378696,Fried Chicken Joint
170,Estacion Central,-33.45084688,-70.67857526,Farmacias Cruz Verde,-33.452317605189435,-70.68314488329577,Pharmacy
171,Estacion Central,-33.45084688,-70.67857526,Cine Mundo,-33.45322900543095,-70.68225105894868,Movie Theater
172,Estacion Central,-33.45084688,-70.67857526,Corona,-33.450237120065985,-70.6760358925505,Convenience Store
173,Estacion Central,-33.45084688,-70.67857526,Pizza Hut,-33.4526356687962,-70.68237526957486,Pizza Place
174,Estacion Central,-33.45084688,-70.67857526,Doggis,-33.453937888683555,-70.6797759990264,Hot Dog Joint
175,Estacion Central,-33.45084688,-70.67857526,Salvador Sanfuentes (barrio Meiggs,-33.45153190902951,-70.67428095830755,Toy / Game Store
176,Estacion Central,-33.45084688,-70.67857526,Dunkin',-33.45223324862448,-70.68209961204053,Donut Shop
177,Estacion Central,-33.45084688,-70.67857526,"Pedro, Juan y Diego",-33.45266393314112,-70.68280218753245,Burger Joint
178,Estacion Central,-33.45084688,-70.67857526,Dicrep,-33.44806670265967,-70.67920096296118,Jewelry Store
179,Estacion Central,-33.45084688,-70.67857526,Dominó Plaza Alameda,-33.452702424041455,-70.68199261084563,Sandwich Place
180,Estacion Central,-33.45084688,-70.67857526,Burger King,-33.45261851977081,-70.68225619715763,Fast Food Restaurant
181,Estacion Central,-33.45084688,-70.67857526,Fritz,-33.45261792579096,-70.68238036135976,Sandwich Place
182,Estacion Central,-33.45084688,-70.67857526,Pedro juan y Diego,-33.452584582933355,-70.68244787470518,Burger Joint
183,Estacion Central,-33.45084688,-70.67857526,WOM,-33.4524561787494,-70.68249434197618,Mobile Phone Shop
184,Estacion Central,-33.45084688,-70.67857526,Imperio Suites Hotel,-33.449679161861226,-70.67337594719886,Hotel
185,Estacion Central,-33.45084688,-70.67857526,Movistar,-33.45124765840015,-70.67337505359193,Mobile Phone Shop
186,Union Latinoamericana,-33.44947712,-70.67336207,Food Trucks Abate Molina,-33.450923838969885,-70.67268383930792,Food Truck
187,Union Latinoamericana,-33.44947712,-70.67336207,Vanni chile,-33.45174026489258,-70.67526245117188,Business Service
188,Union Latinoamericana,-33.44947712,-70.67336207,Tat Wong Kung Fu Academy,-33.44845419171934,-70.67024470531335,Martial Arts School
189,Union Latinoamericana,-33.44947712,-70.67336207,BLONDIE,-33.44947866042137,-70.67393352950485,Nightclub
190,Union Latinoamericana,-33.44947712,-70.67336207,Amista,-33.4498001200834,-70.67422890515623,Asian Restaurant
191,Union Latinoamericana,-33.44947712,-70.67336207,Anfiteatro Comercial,-33.44937907923731,-70.67556320076389,Shopping Mall
192,Union Latinoamericana,-33.44947712,-70.67336207,El Huaso Carlos,-33.44790049856559,-70.67467543405516,Bar
193,Union Latinoamericana,-33.44947712,-70.67336207,Restaurante Al Safir,-33.44826621991971,-70.67168327254232,Middle Eastern Restaurant
194,Union Latinoamericana,-33.44947712,-70.67336207,Chilenazo,-33.44690631964991,-70.67333274461967,Steakhouse
195,Union Latinoamericana,-33.44947712,-70.67336207,Aikikai Chile,-33.44537850456097,-70.67373518164791,Martial Arts School
196,Union Latinoamericana,-33.44947712,-70.67336207,Pollo Chang & Babolti,-33.449900306669264,-70.67424697606491,Fried Chicken Joint
197,Union Latinoamericana,-33.44947712,-70.67336207,Wantai,-33.452304,-70.672829,Asian Restaurant
198,Union Latinoamericana,-33.44947712,-70.67336207,Plaza Bascuñan,-33.45122228841713,-70.67544854228517,Shopping Mall
199,Union Latinoamericana,-33.44947712,-70.67336207,El Chiquito - Bar Restaurant,-33.45071651823647,-70.67765057086945,Restaurant
200,Union Latinoamericana,-33.44947712,-70.67336207,Cafetería Bulnes,-33.44796011267138,-70.66916752725668,Café
201,Union Latinoamericana,-33.44947712,-70.67336207,Amista Comida Rapida Taiwanesa,-33.45262786327978,-70.67714375756732,Fried Chicken Joint
202,Union Latinoamericana,-33.44947712,-70.67336207,Restaurant Sheng Xing,-33.45054244146981,-70.67003806693491,Chinese Restaurant
203,Union Latinoamericana,-33.44947712,-70.67336207,movil express,-33.45341360612663,-70.67295005948678,Business Service
204,Union Latinoamericana,-33.44947712,-70.67336207,El Vagon,-33.44946343028684,-70.6738034854485,Café
205,Union Latinoamericana,-33.44947712,-70.67336207,Distribuidora Fruna,-33.45195406813562,-70.67616110172581,Candy Store
206,Union Latinoamericana,-33.44947712,-70.67336207,Rong Qiang,-33.45246750629221,-70.67376422422129,Chinese Restaurant
207,Union Latinoamericana,-33.44947712,-70.67336207,República,-33.44875721614592,-70.66809450547792,Beer Garden
208,Union Latinoamericana,-33.44947712,-70.67336207,Panadería San Camilo,-33.44848896185646,-70.67024363358976,Bakery
209,Union Latinoamericana,-33.44947712,-70.67336207,San Camilo,-33.45054501202212,-70.67790844938257,Bakery
210,Union Latinoamericana,-33.44947712,-70.67336207,Paseo San Alfonso,-33.453533024006006,-70.67540803100782,Gift Shop
211,Union Latinoamericana,-33.44947712,-70.67336207,Bci Telecanal,-33.448934028352035,-70.67099355480286,Coworking Space
212,Union Latinoamericana,-33.44947712,-70.67336207,El Sultán,-33.451715195648895,-70.67493638100456,Paper / Office Supplies Store
213,Union Latinoamericana,-33.44947712,-70.67336207,Salvador Sanfuentes (barrio Meiggs,-33.45153190902951,-70.67428095830755,Toy / Game Store
214,Union Latinoamericana,-33.44947712,-70.67336207,Imperio Suites Hotel,-33.449679161861226,-70.67337594719886,Hotel
215,Union Latinoamericana,-33.44947712,-70.67336207,Farmacias Cruz Verde,-33.4507798607612,-70.67746423368133,Pharmacy
216,Union Latinoamericana,-33.44947712,-70.67336207,Lu Pola,-33.45296532232336,-70.67507694670188,Restaurant
217,Union Latinoamericana,-33.44947712,-70.67336207,Movistar,-33.45124765840015,-70.67337505359193,Mobile Phone Shop
218,Union Latinoamericana,-33.44947712,-70.67336207,Ciclovía Alameda,-33.44897025913982,-70.67200424110015,Other Great Outdoors
219,Union Latinoamericana,-33.44947712,-70.67336207,Baccara,-33.44870109200413,-70.66819559035966,Restaurant
220,Union Latinoamericana,-33.44947712,-70.67336207,Hotel Imperio,-33.45043782801452,-70.67660234535839,Hotel
221,Union Latinoamericana,-33.44947712,-70.67336207,Corona,-33.450237120065985,-70.6760358925505,Convenience Store
222,Union Latinoamericana,-33.44947712,-70.67336207,Hites,-33.452505315422776,-70.67692404568349,Department Store
223,Union Latinoamericana,-33.44947712,-70.67336207,"Pub ""El leñador""",-33.448208226466356,-70.6691002871044,Bar
224,Union Latinoamericana,-33.44947712,-70.67336207,Hotel Conde Ansurez,-33.44878299792761,-70.66816793824492,Hotel
225,Union Latinoamericana,-33.44947712,-70.67336207,Importadora Chadid S.A.C.I,-33.45317838912482,-70.67245730667891,Furniture / Home Store
226,Union Latinoamericana,-33.44947712,-70.67336207,(ET) Metro Estación Central | Parada 10 (PA3),-33.45009884773505,-70.67792415618896,Bus Station
227,Union Latinoamericana,-33.44947712,-70.67336207,Paradero PA456,-33.452521218943644,-70.66956265468681,Bus Station
228,Republica,-33.44781573,-70.66713707,Sala Yuukti Yoga,-33.44802562710873,-70.6652279478587,Yoga Studio
229,Republica,-33.44781573,-70.66713707,Café Forastero,-33.44549632842146,-70.66770590537745,Coffee Shop
230,Republica,-33.44781573,-70.66713707,Pastelería Creme Caramel,-33.44520001401911,-70.66808927201663,Pie Shop
231,Republica,-33.44781573,-70.66713707,Riskitin,-33.448951623001435,-70.66647123874593,Pub
232,Republica,-33.44781573,-70.66713707,Tat Wong Kung Fu Academy,-33.44845419171934,-70.67024470531335,Martial Arts School
233,Republica,-33.44781573,-70.66713707,La Pizarrita,-33.45046680447413,-70.66463218453644,Pizza Place
